,customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
45000,d8ca929efa35ce0ce7386db3d0f3f7b2,14dae59b1edc9d335b0cafd0f9bada06,9540,sao caetano do sul,SP
45001,534646ab06f9d619ef46089bbcd39c67,81c597c02c7f5a49a891a568f2869514,5435,sao paulo,SP
45002,e2459d3d54b43b69025c937805fda247,02798e1b3a37c163dffad98b3c6de007,86082,londrina,PR
45003,ea17e2150f0336959c9ea3b20aee4db5,8bb74a9108cb059d9dd4fcfcf9035b97,22230,rio de janeiro,RJ
45004,6dbc1688502d1c05c3022748d524d8e0,07522c9e3faeb9e86aafa0dc95f2db2b,29560,guacui,ES
45005,7808ea4b58654518cfe762d80eda6cbe,233182a47c04289c82c046a458f46d56,9580,sao caetano do sul,SP
45006,5c5cc05bf0bfa425bf49a230db1871fa,2aec94c31a0aa7e016f1d8279da159fe,72322,brasilia,DF
45007,bff3154a4457a06b7829afb3d237231b,c7ca73f781107c77dcdc56de2fad45b3,22780,rio de janeiro,RJ
45008,54a636900ab95a176a1c2d46290608e4,15fc5d8f3858da7a686a4f18230fda43,7261,guarulhos,SP
45009,600a3fb4f5eab2e7de4eee159be73c81,241bf13e33ff7fd6d4c304d98852cdd4,12053,taubate,SP
45010,dd73932cf2c9016f4441115ab70f506f,e69e0e94670b725665d272fe2fcc050a,24230,niteroi,RJ
45011,ffa8532faa3bdc63c11d3124b78022ca,92f632476263c367b4298378f96fcd2f,34006,nova lima,MG
45012,024fb58b51f34a34fad7a533363f0c93,0c755a283d5e37c2f0509c7964c4278d,38184,araxa,MG
45013,5953d643fe7d27d544a2dbc0bb1517d9,dd541f4e3dd76337abcc30beba79fd41,11075,santos,SP
45014,ccbce7bcb13ee88adcf78890cae0ea42,4e5fccc1c335360bbc4a9aac8491e477,72001,brasilia,DF
45015,85a0cc8a137bc4c700f160c817467671,1d4e969b43ef0e67167ec4d418830125,25946,guapimirim,RJ
45016,b115c9e03fe6ed4c0b0ad50733f1ae98,6f692962aeac7cd4a868499095b24849,55192,santa cruz do capibaribe,PE
45017,40eb5b16b04bc62c59d4905857958e82,b9ce93ae35b4cfe939be5356630992a7,18603,botucatu,SP
45018,e03f16c679044f02b6f9d2bed05888b5,56df4f5d14ce74e964795a36498ef086,11718,praia grande,SP
45019,2a5bfbf7cca5146d4d4032d11ed49556,a416c14685637d33e7a250d6be3daec2,7716,caieiras,SP
45020,1379dcee952b1e41e65f13755f51e001,cd52af5135ea92fe973ec2bcded29ee6,98400,frederico westphalen,RS
45021,b0ea0c1d77d78cb378c95626fadcffd4,512f0635790564850446909ce00be3df,3950,sao paulo,SP
45022,63470440d292368c0428a4f7ee7c5c86,a6bcceaa2eafcc2b1757632a547411b2,91210,porto alegre,RS
45023,e9d57c4662295c8b41c050d116d90a04,f9485fa5e9d3f9e2260c90df2eceb058,31170,belo horizonte,MG
45024,500e9bef5740343df08a23b9a9e69e5b,38244f285d64696e19b5d2ff854a3ea3,11045,santos,SP
45025,0fbd856ba1d4961786fb54bd448eb7fe,96328ac15f58fbb232fe14b182103382,89675,vargem bonita,SC
45026,301bf3798cdc72286c3b1c8602ef1f0d,709d1287dc090688fc664d694ffdd620,21740,rio de janeiro,RJ
45027,4809d3c78424746461ee02f5d3982ecd,6c7f5cdfbad881ea5c273360ceb83933,18150,ibiuna,SP
45028,07c5c7b3efacaa6988784e189a42f84a,baa43b795778c6e99e82a538bf2aa459,89280,sao bento do sul,SC
45029,7fb2d32f0365313c45a849d85cec8702,dd5686521e4859d8a967ada3c1cd6357,88049,florianopolis,SC
45030,1382e0b4ecd71d070ce367c5c3dfcb93,6562bb846315cc3163859db2104014be,7063,guarulhos,SP
45031,91df91f61d39461148a862af99f34ee5,7a311d62282fa63be12b02aef2fd21d1,4140,sao paulo,SP
45032,49c3d6099eea27d72bfb0aa0a52f6a87,2b996fd3151010998e8fd8e21b667cc3,3552,sao paulo,SP
45033,eacfda830d840277dee29c60e86c7157,f0b8398a3f7ec5426f5cc20d3e36695c,37950,sao sebastiao do paraiso,MG
45034,b0003b9796c2618b5b73045812b9ae1b,ecf310d40fb1d0a314c2141a7664e3c7,14060,ribeirao preto,SP
45035,90f85ef7f6b7f07be42e73c4b8f298b9,4d27b5e8b1dbf35db62bd6891f7fb0fd,80060,curitiba,PR
45036,df58107a61521cc039f564421299845d,dc1d683bcd460944a0e8eaa31bb009d4,2807,sao paulo,SP
45037,7aa78ec38a25e08bf82617d92a583d0f,995e3863a393f3465e260e1ad265e7eb,2415,sao paulo,SP
45038,200b152d4fcc6b4fba34c286b4c83a17,436da367462528f45b3f6a919ae08b9b,74845,goiania,GO
45039,00c120d7afbe4803d4771a8f3696ec85,859a9b67726d9c9306eb28b8938c59a0,1507,sao paulo,SP
45040,8eb106d11a08c40ba310649b452427a8,4f9a5bc62210556567852fb857dbb12b,36594,araponga,MG
45041,55a18ae004af33e2dcfe7a956b30eafa,f2bb0ec797f6958a1f82722c2e94fd4b,9341,maua,SP
45042,279375c3290f45664fb0b20cde471987,21447df3be05050af708bbbf3b2aef78,22620,rio de janeiro,RJ
45043,59759daed218627c5f03ec3849bcf25a,57567bb387a33339fe94859450e1c62c,23030,rio de janeiro,RJ
45044,f2760a5f7548e1db17a8045cf6caad9e,13cdb19159111a28a057191f5f28d7d6,13205,jundiai,SP
45045,f9e2647dd253626609ba428295860434,ddb1b92ffbcb8854921ab8395eb14ea7,28625,nova friburgo,RJ
45046,2c069e58cbc8b600e8e4078598ee2c35,61159604e28034ef05a1a8591317e4b6,3063,sao paulo,SP
45047,24a3465f553df345791699ee057abbd4,361de267d5e4671a387abe26d3b2ca32,83350,morretes,PR
45048,e995e24d328107705d60f29a97c8bc5e,458c3ce3d66c1b67723fe395caae334e,91712,porto alegre,RS
45049,cf50af49e1f2f2757e157b3ff3506bcb,751712f584a6fdc401e61696f9f31744,88064,florianopolis,SC
45050,42690ee9d3a727a176e4ba6272ab6feb,e3cf594a99e810f58af53ed4820f25e5,98700,ijui,RS
45051,0dc8040ac9937fc813da59b9542f6651,7175d82a5727500e448150a985b1459f,84935,tomazina,PR
45052,afa4462065044a5a055ee4c9297a957b,9011cfc91447d707a0b4a5368211f232,76961,cacoal,RO
45053,b6bc0a0984212a4c64f88c94d0007c07,7c85b313ae73714ec9ef7ca1adcf319f,72241,brasilia,DF
